fdc_id,description,data_type,food_category_id,publication_date,calories,protein_g,fat_g,carbs_g
172314,"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA",sr_legacy_food,3,2019-04-01,479.8,15.6,21.0,57.1
172315,"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA",sr_legacy_food,3,2019-04-01,67.1,2.14,2.91,8.09
172316,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",sr_legacy_food,3,2019-04-01,502.8,12.5,25.6,55.6
172317,"Babyfood, corn and sweet potatoes, strained",sr_legacy_food,3,2019-04-01,68.5,1.26,0.28,15.23
172318,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",sr_legacy_food,3,2019-04-01,67.0,1.8,3.63,6.77
172319,"Infant formula, PBM PRODUCTS, store brand, ready-to-feed",sr_legacy_food,3,2019-04-01,62.7,1.4,3.5,6.39
172320,"Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted",sr_legacy_food,3,2019-04-01,130.2,2.9,7.0,13.9
172321,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, ready-to-feed, with ARA and DHA",sr_legacy_food,3,2019-04-01,71.2,1.64,3.3,8.73
172322,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA",sr_legacy_food,3,2019-04-01,504.2,12.4,25.0,57.4
172323,"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA",sr_legacy_food,3,2019-04-01,69.4,1.92,3.77,6.94
172324,"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",sr_legacy_food,3,2019-04-01,519.6,14.42,28.33,51.75
172325,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA",sr_legacy_food,3,2019-04-01,69.2,1.48,3.74,7.4
172326,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted",sr_legacy_food,3,2019-04-01,126.6,2.64,6.89,13.52
172327,"Shortening, household, lard and vegetable oil",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172328,"Oil, sunflower, linoleic, (partially hydrogenated)",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172329,"Shortening bread, soybean (hydrogenated) and cottonseed",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172330,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172331,"Shortening frying (heavy duty), palm (hydrogenated)",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172332,Shortening household soybean (hydrogenated) and palm,sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172333,"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172334,"Shortening, confectionery, fractionated palm",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172335,"Oil, nutmeg butter",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172336,"Oil, canola",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172337,"Oil, mustard",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172338,"Oil, sunflower, high oleic (70% and over)",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172339,"Margarine-like, margarine-butter blend, soybean oil and butter",sr_legacy_food,4,2019-04-01,727.2,0.31,80.32,0.77
172340,"Fish oil, herring",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172341,"Fish oil, menhaden",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172342,"Fish oil, menhaden, fully hydrogenated",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172343,"Fish oil, salmon",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172344,"Butter, light, stick, without salt",sr_legacy_food,4,2019-04-01,509.1,3.3,55.1,0.0
172345,"Animal fat, bacon grease",sr_legacy_food,4,2019-04-01,895.5,0.0,99.5,0.0
172346,"Margarine, regular, 80% fat, composite, stick, with salt",sr_legacy_food,4,2019-04-01,729.8,0.16,80.71,0.7
172347,"Margarine, regular, 80% fat, composite, tub, with salt",sr_legacy_food,4,2019-04-01,725.4,0.22,80.17,0.75
172348,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",sr_legacy_food,4,2019-04-01,546.8,0.12,60.39,0.69
172349,"Margarine, regular, 80% fat, composite, tub, without salt",sr_legacy_food,4,2019-04-01,725.4,0.22,80.17,0.75
172350,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",sr_legacy_food,4,2019-04-01,542.4,0.17,59.81,0.86
172351,"Margarine-like, vegetable oil spread, fat free, liquid, with salt",sr_legacy_food,4,2019-04-01,43.0,1.5,3.0,2.5
172352,"Margarine-like spread with yogurt, 70% fat, stick, with salt",sr_legacy_food,4,2019-04-01,633.2,0.3,70.0,0.5
172353,"Margarine-like, vegetable oil spread, fat-free, tub",sr_legacy_food,4,2019-04-01,45.1,0.1,3.04,4.34
172354,"Margarine-like, vegetable oil spread, 20% fat, with salt",sr_legacy_food,4,2019-04-01,177.1,0.0,19.5,0.4
172355,"Margarine-like, vegetable oil spread, 20% fat, without salt",sr_legacy_food,4,2019-04-01,177.1,0.0,19.5,0.4
172356,"Salad dressing, thousand island dressing, fat-free",sr_legacy_food,4,2019-04-01,132.3,0.55,1.45,29.27
172357,"Oil, industrial, mid-oleic, sunflower",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172358,"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172359,"Oil, industrial, canola for salads, woks and light frying",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172360,"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172361,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172362,"Oil, industrial, soy ( partially hydrogenated), all purpose",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172363,"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172364,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172365,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172366,"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172367,"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",sr_legacy_food,4,2019-04-01,895.5,0.0,99.5,0.0
172368,"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",sr_legacy_food,4,2019-04-01,895.5,0.0,99.5,0.0
172369,"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",sr_legacy_food,4,2019-04-01,723.6,0.18,80.0,0.71
172370,"Oil, vegetable, soybean, refined",sr_legacy_food,4,2019-04-01,900.0,0.0,100.0,0.0
172371,"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",sr_legacy_food,4,2019-04-01,582.8,0.14,64.63,0.14
172372,"Margarine-like spread, SMART BALANCE Light Buttery Spread",sr_legacy_food,4,2019-04-01,335.7,0.02,36.41,1.98
172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",sr_legacy_food,5,2019-04-01,155.6,18.08,9.2,0.11
172374,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",sr_legacy_food,5,2019-04-01,262.7,21.95,15.75,8.28
172375,"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",sr_legacy_food,5,2019-04-01,187.2,28.62,8.08,0.0
172376,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",sr_legacy_food,5,2019-04-01,148.3,24.24,5.7,0.0
172377,"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",sr_legacy_food,5,2019-04-01,161.4,27.5,5.71,0.0
172378,"Chicken, broilers or fryers, leg, meat and skin, raw",sr_legacy_food,5,2019-04-01,209.7,16.37,15.95,0.17
172379,"Chicken, broilers or fryers, leg, meat only, cooked, fried",sr_legacy_food,5,2019-04-01,200.0,28.38,9.32,0.65
172380,"Chicken, broilers or fryers, leg, meat only, cooked, roasted",sr_legacy_food,5,2019-04-01,167.1,24.22,7.8,0.0
172381,"Chicken, broilers or fryers, leg, meat only, cooked, stewed",sr_legacy_food,5,2019-04-01,177.6,26.26,8.06,0.0
172382,"Chicken, broilers or fryers, neck, meat and skin, raw",sr_legacy_food,5,2019-04-01,292.4,14.07,26.24,0.0
172383,"Chicken, broilers or fryers, neck, meat only, cooked, fried",sr_legacy_food,5,2019-04-01,221.5,26.87,11.88,1.77
172384,"Chicken, broilers or fryers, neck, meat only, cooked, simmered",sr_legacy_food,5,2019-04-01,171.9,24.56,8.18,0.0
172385,"Chicken, broilers or fryers, thigh, meat and skin, raw",sr_legacy_food,5,2019-04-01,216.6,16.52,16.61,0.25
172386,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",sr_legacy_food,5,2019-04-01,271.5,21.61,16.53,9.08
172387,"Chicken, broilers or fryers, thigh, meat only, cooked, fried",sr_legacy_food,5,2019-04-01,210.1,28.18,10.3,1.18
172388,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",sr_legacy_food,5,2019-04-01,172.4,24.76,8.15,0.0
172389,"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",sr_legacy_food,5,2019-04-01,188.1,25.0,9.79,0.0
172390,"Chicken, broilers or fryers, wing, meat and skin, raw",sr_legacy_food,5,2019-04-01,185.7,17.52,12.85,0.0
172391,"Chicken, broilers or fryers, wing, meat only, cooked, fried",sr_legacy_food,5,2019-04-01,203.0,30.15,9.15,0.0
172392,"Chicken, broilers or fryers, wing, meat only, cooked, roasted",sr_legacy_food,5,2019-04-01,195.0,30.46,8.13,0.0
172393,"Chicken, broilers or fryers, wing, meat only, cooked, stewed",sr_legacy_food,5,2019-04-01,173.3,27.18,7.18,0.0
172394,"Chicken, roasting, meat and skin and giblets and neck, raw",sr_legacy_food,5,2019-04-01,207.9,17.09,15.46,0.09
172395,"Chicken, roasting, meat only, cooked, roasted",sr_legacy_food,5,2019-04-01,159.7,25.01,6.63,0.0
172396,"Chicken, roasting, giblets, raw",sr_legacy_food,5,2019-04-01,122.5,18.14,5.04,1.14
172397,"Chicken, roasting, giblets, cooked, simmered",sr_legacy_food,5,2019-04-01,157.5,26.77,5.22,0.86
172398,"Chicken, roasting, light meat, meat only, raw",sr_legacy_food,5,2019-04-01,103.5,22.2,1.63,0.0
172399,"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",sr_legacy_food,5,2019-04-01,206.7,24.88,11.91,0.0
172400,"Chicken, stewing, meat and skin, raw",sr_legacy_food,5,2019-04-01,253.2,17.55,20.33,0.0
172401,"Chicken, stewing, meat and skin, cooked, stewed",sr_legacy_food,5,2019-04-01,277.4,26.88,18.87,0.0
172402,"Chicken, stewing, meat only, raw",sr_legacy_food,5,2019-04-01,141.9,21.26,6.32,0.0
172403,"Chicken, stewing, meat only, cooked, stewed",sr_legacy_food,5,2019-04-01,228.7,30.42,11.89,0.0
172404,"Chicken, stewing, dark meat, meat only, raw",sr_legacy_food,5,2019-04-01,151.9,19.7,8.12,0.0
172405,"Chicken, stewing, dark meat, meat only, cooked, stewed",sr_legacy_food,5,2019-04-01,250.1,28.14,15.28,0.0
172406,"Chicken, capons, meat and skin and giblets and neck, raw",sr_legacy_food,5,2019-04-01,226.5,18.51,16.9,0.08
172407,"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",sr_legacy_food,5,2019-04-01,218.6,28.35,11.67,0.04
172408,"Duck, domesticated, meat and skin, raw",sr_legacy_food,5,2019-04-01,400.0,11.49,39.34,0.0
172409,"Duck, domesticated, meat and skin, cooked, roasted",sr_legacy_food,5,2019-04-01,331.1,18.99,28.35,0.0
172410,"Duck, domesticated, meat only, raw",sr_legacy_food,5,2019-04-01,130.4,18.28,5.95,0.94
172411,"Duck, domesticated, meat only, cooked, roasted",sr_legacy_food,5,2019-04-01,194.7,23.48,11.2,0.0
172412,"Goose, domesticated, meat and skin, cooked, roasted",sr_legacy_food,5,2019-04-01,297.9,25.16,21.92,0.0
172413,"Goose, domesticated, meat only, raw",sr_legacy_food,5,2019-04-01,155.2,22.75,7.13,0.0
172414,"Goose, domesticated, meat only, cooked, roasted",sr_legacy_food,5,2019-04-01,229.9,28.97,12.67,0.0
172415,"Goose, liver, raw",sr_legacy_food,5,2019-04-01,129.3,16.37,4.28,6.32
172416,"Guinea hen, meat and skin, raw",sr_legacy_food,5,2019-04-01,151.6,23.4,6.45,0.0
172417,"Pheasant, leg, meat only, raw",sr_legacy_food,5,2019-04-01,127.5,22.2,4.3,0.0
172418,"Quail, meat and skin, raw",sr_legacy_food,5,2019-04-01,187.0,19.63,12.05,0.0
172419,"Quail, meat only, raw",sr_legacy_food,5,2019-04-01,127.8,21.76,4.53,0.0
172420,"Lentils, raw",sr_legacy_food,16,2019-04-01,361.5,24.63,1.06,63.35
172421,"Lentils, mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,120.0,9.02,0.38,20.13
172422,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,128.8,8.04,0.38,23.31
172423,"Lupins, mature seeds, raw",sr_legacy_food,16,2019-04-01,393.8,36.17,9.74,40.37
172424,"Lupins, mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,128.1,15.57,2.92,9.88
172425,"Mothbeans, mature seeds, raw",sr_legacy_food,16,2019-04-01,352.3,22.94,1.61,61.52
172426,"Mothbeans, mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,120.0,7.81,0.55,20.96
172427,"Mungo beans, mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,108.5,7.54,0.55,18.34
172428,"Peas, green, split, mature seeds, raw",sr_legacy_food,16,2019-04-01,374.0,23.12,3.89,61.63
172429,"Peas, split, mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,121.3,8.34,0.39,21.1
172430,"Peanuts, all types, raw",sr_legacy_food,16,2019-04-01,610.9,25.8,49.24,16.13
172431,"Peanuts, spanish, oil-roasted, with salt",sr_legacy_food,16,2019-04-01,623.2,28.01,49.04,17.45
172432,"Peanuts, valencia, raw",sr_legacy_food,16,2019-04-01,612.2,25.09,47.58,20.91
172433,"Peanuts, valencia, oil-roasted, with salt",sr_legacy_food,16,2019-04-01,634.5,27.04,51.24,16.3
172434,"Peanuts, virginia, raw",sr_legacy_food,16,2019-04-01,605.7,25.19,48.75,16.54
172435,"Peanut flour, low fat",sr_legacy_food,16,2019-04-01,457.4,33.8,21.9,31.27
172436,"Pigeon peas (red gram), mature seeds, raw",sr_legacy_food,16,2019-04-01,351.3,21.7,1.49,62.78
172437,"Pigeon peas (red gram), mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,123.5,6.76,0.38,23.25
172438,"Refried beans, canned, traditional style",sr_legacy_food,16,2019-04-01,92.2,4.98,2.01,13.55
172439,"Bacon, meatless",sr_legacy_food,16,2019-04-01,333.7,11.69,29.52,5.31
172440,"Soybeans, mature seeds, roasted, salted",sr_legacy_food,16,2019-04-01,503.7,38.55,25.4,30.22
172441,"Soybeans, mature seeds, dry roasted",sr_legacy_food,16,2019-04-01,483.8,43.32,21.62,28.98
172442,Miso,sr_legacy_food,16,2019-04-01,206.7,12.79,6.01,25.37
172443,Natto,sr_legacy_food,16,2019-04-01,227.3,19.4,11.0,12.68
172444,"Soy flour, low-fat",sr_legacy_food,16,2019-04-01,401.9,49.81,8.9,30.63
172445,"Soy meal, defatted, raw",sr_legacy_food,16,2019-04-01,361.9,49.2,2.39,35.89
172446,"Soymilk, original and vanilla, unfortified",sr_legacy_food,16,2019-04-01,54.0,3.27,1.75,6.28
172447,"Soy protein concentrate, produced by alcohol extraction",sr_legacy_food,16,2019-04-01,360.3,63.63,0.46,25.41
172448,"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",sr_legacy_food,16,2019-04-01,85.1,9.04,4.17,2.85
172449,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",sr_legacy_food,16,2019-04-01,66.6,7.17,3.69,1.18
172450,"Tofu, dried-frozen (koyadofu)",sr_legacy_food,16,2019-04-01,523.1,52.47,30.34,10.03
172451,"Tofu, fried",sr_legacy_food,16,2019-04-01,292.3,18.82,20.18,8.86
172452,Okara,sr_legacy_food,16,2019-04-01,78.6,3.52,1.73,12.23
172453,"Winged beans, mature seeds, cooked, boiled, without salt",sr_legacy_food,16,2019-04-01,154.8,10.62,5.84,14.94
172454,"Hummus, home prepared",sr_legacy_food,16,2019-04-01,177.2,4.86,8.59,20.12
172455,"Falafel, home-prepared",sr_legacy_food,16,2019-04-01,340.8,13.31,17.8,31.84
172456,"Soymilk, original and vanilla, with added calcium, vitamins A and D",sr_legacy_food,16,2019-04-01,43.3,2.6,1.47,4.92
172457,"Peanut spread, reduced sugar",sr_legacy_food,16,2019-04-01,650.1,24.8,54.89,14.23
172458,"Peanut butter, smooth, reduced fat",sr_legacy_food,16,2019-04-01,552.2,25.9,34.0,35.65
172459,"Peanut butter, smooth, vitamin and mineral fortified",sr_legacy_food,16,2019-04-01,635.2,25.72,50.81,18.75
172460,"Peanut butter, chunky, vitamin and mineral fortified",sr_legacy_food,16,2019-04-01,638.2,26.06,51.47,17.69
172461,"MORI-NU, Tofu, silken, firm",sr_legacy_food,16,2019-04-01,61.5,6.9,2.7,2.4
172462,"MORI-NU, Tofu, silken, extra firm",sr_legacy_food,16,2019-04-01,54.7,7.4,1.9,2.0
172463,"MORI-NU, Tofu, silken, lite firm",sr_legacy_food,16,2019-04-01,36.8,6.3,0.8,1.1
172464,"MORI-NU, Tofu, silken, lite extra firm",sr_legacy_food,16,2019-04-01,38.3,7.0,0.7,1.0
172465,"Refried beans, canned, fat-free",sr_legacy_food,16,2019-04-01,79.4,5.34,0.45,13.5
172466,"Frijoles rojos volteados (Refried beans, red, canned)",sr_legacy_food,16,2019-04-01,144.2,5.0,6.93,15.47
172467,"Tempeh, cooked",sr_legacy_food,16,2019-04-01,212.5,19.91,11.38,7.62
172468,"Vitasoy USA, Nasoya Lite Firm Tofu",sr_legacy_food,16,2019-04-01,53.7,8.3,1.7,1.3
172469,"Peanut butter, chunk style, without salt",sr_legacy_food,16,2019-04-01,632.0,24.06,49.94,21.57
172470,"Peanut butter, smooth style, without salt",sr_legacy_food,16,2019-04-01,640.3,22.21,51.36,22.31
172471,"Peanut butter with omega-3, creamy",sr_legacy_food,16,2019-04-01,653.4,24.47,54.17,17.0
172472,"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",sr_legacy_food,16,2019-04-01,123.5,6.76,0.38,23.25
172473,"Soy sauce made from soy and wheat (shoyu), low sodium",sr_legacy_food,16,2019-04-01,61.3,9.05,0.3,5.59
172474,"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",sr_legacy_food,16,2019-04-01,93.3,8.19,0.31,14.44
172475,"Tofu, raw, firm, prepared with calcium sulfate",sr_legacy_food,16,2019-04-01,158.7,17.27,8.72,2.78
172476,"Tofu, raw, regular, prepared with calcium sulfate",sr_legacy_food,16,2019-04-01,82.8,8.08,4.78,1.87
172477,"Winged beans, mature seeds, cooked, boiled, with salt",sr_legacy_food,16,2019-04-01,154.8,10.62,5.84,14.94
172478,"Veal, Australian, rib, rib roast, separable lean only, raw",sr_legacy_food,17,2019-04-01,134.1,21.7,4.63,1.4
172479,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,261.8,16.88,21.59,0.0
172480,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",sr_legacy_food,17,2019-04-01,286.5,24.52,20.94,0.0
172481,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,196.1,18.91,13.38,0.0
172482,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",sr_legacy_food,17,2019-04-01,234.6,28.37,13.46,0.0
172483,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,113.9,21.08,3.29,0.0
172484,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",sr_legacy_food,17,2019-04-01,178.2,31.01,6.02,0.0
172485,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",sr_legacy_food,17,2019-04-01,217.7,26.41,12.45,0.0
172486,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,119.8,20.52,4.19,0.0
172487,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",sr_legacy_food,17,2019-04-01,172.7,28.17,6.67,0.0
172488,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,266.8,16.94,22.11,0.0
172489,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",sr_legacy_food,17,2019-04-01,308.4,25.17,23.08,0.0
172490,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",sr_legacy_food,17,2019-04-01,302.5,22.55,23.59,0.0
172491,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,137.0,20.88,5.94,0.0
172492,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",sr_legacy_food,17,2019-04-01,207.5,29.99,9.73,0.0
172493,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,163.0,19.98,9.23,0.0
172494,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",sr_legacy_food,17,2019-04-01,227.5,27.74,12.95,0.0
172495,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",sr_legacy_food,17,2019-04-01,224.4,26.16,13.31,0.0
172496,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,259.4,16.58,21.45,0.0
172497,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",sr_legacy_food,17,2019-04-01,335.7,28.68,24.55,0.0
172498,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",sr_legacy_food,17,2019-04-01,203.0,27.12,10.5,0.0
172499,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",sr_legacy_food,17,2019-04-01,196.7,24.94,10.77,0.0
172500,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,255.3,16.79,20.9,0.0
172501,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",sr_legacy_food,17,2019-04-01,337.6,30.39,24.0,0.0
172502,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",sr_legacy_food,17,2019-04-01,192.0,27.71,9.02,0.0
172503,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",sr_legacy_food,17,2019-04-01,185.2,25.46,9.26,0.0
172504,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, raw",sr_legacy_food,17,2019-04-01,254.3,16.63,20.86,0.0
172505,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",sr_legacy_food,17,2019-04-01,336.6,28.51,24.73,0.0
172506,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",sr_legacy_food,17,2019-04-01,203.8,25.48,11.32,0.0
172507,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",sr_legacy_food,17,2019-04-01,202.6,24.61,11.57,0.0
172508,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",sr_legacy_food,17,2019-04-01,128.4,20.21,5.28,0.0
172509,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",sr_legacy_food,17,2019-04-01,214.0,33.69,8.8,0.0
172510,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled",sr_legacy_food,17,2019-04-01,178.3,28.08,7.33,0.0
172511,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, raw",sr_legacy_food,17,2019-04-01,636.3,6.92,67.63,0.0
172512,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, cooked",sr_legacy_food,17,2019-04-01,582.4,9.72,60.39,0.0
172513,"Lamb, New Zealand, imported, fore-shank, separable lean and fat, raw",sr_legacy_food,17,2019-04-01,183.1,20.09,11.38,0.09
172514,"Lamb, New Zealand, imported, fore-shank, separable lean and fat, cooked, braised",sr_legacy_food,17,2019-04-01,256.4,30.35,14.99,0.03
172515,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw",sr_legacy_food,17,2019-04-01,126.2,21.1,4.64,0.0
172516,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted",sr_legacy_food,17,2019-04-01,173.8,27.68,7.01,0.0
172517,"Lamb, New Zealand, imported, loin chop, separable lean and fat, raw",sr_legacy_food,17,2019-04-01,298.2,15.4,26.19,0.22
172518,"Game meat, muskrat, raw",sr_legacy_food,17,2019-04-01,155.9,20.76,8.1,0.0
172519,"Game meat, muskrat, cooked, roasted",sr_legacy_food,17,2019-04-01,226.0,30.09,11.74,0.0
172520,"Game meat, opossum, cooked, roasted",sr_legacy_food,17,2019-04-01,212.6,30.2,10.2,0.0
172521,"Game meat, rabbit, domesticated, composite of cuts, raw",sr_legacy_food,17,2019-04-01,130.2,20.05,5.55,0.0
172522,"Game meat, rabbit, domesticated, composite of cuts, cooked, roasted",sr_legacy_food,17,2019-04-01,188.7,29.06,8.05,0.0
172523,"Game meat, squirrel, raw",sr_legacy_food,17,2019-04-01,113.8,21.23,3.21,0.0
172524,"Game meat, squirrel, cooked, roasted",sr_legacy_food,17,2019-04-01,165.3,30.77,4.69,0.0
172525,"Lamb, variety meats and by-products, brain, raw",sr_legacy_food,17,2019-04-01,118.8,10.4,8.58,0.0
172526,"Lamb, variety meats and by-products, brain, cooked, braised",sr_legacy_food,17,2019-04-01,141.7,12.55,10.17,0.0
172527,"Lamb, variety meats and by-products, heart, raw",sr_legacy_food,17,2019-04-01,117.8,16.47,5.68,0.21
172528,"Lamb, variety meats and by-products, heart, cooked, braised",sr_legacy_food,17,2019-04-01,178.8,24.97,7.91,1.93
