fdc_id,description,data_type,food_category_id,publication_date,calories,protein_g,fat_g,carbs_g
168092,"Ham, turkey, sliced, extra lean, prepackaged or deli",sr_legacy_food,7,2019-04-01,134.3,19.6,5.8,0.93
168093,"Salad dressing, peppercorn dressing, commercial, regular",sr_legacy_food,4,2019-04-01,571.4,1.2,61.4,3.5
168094,"Mayonnaise, reduced-calorie or diet, cholesterol-free",sr_legacy_food,4,2019-04-01,330.1,0.9,33.3,6.7
168095,"Granola bar, soft, milk chocolate coated, peanut butter",sr_legacy_food,23,2019-04-01,535.6,9.6,31.2,54.1
168096,"Salad dressing, italian dressing, reduced calorie",sr_legacy_food,4,2019-04-01,208.0,0.3,20.0,6.7
168097,"Cream substitute, liquid, light",sr_legacy_food,1,2019-04-01,71.1,0.8,3.5,9.1
168098,"Cheese, monterey, low fat",sr_legacy_food,1,2019-04-01,310.0,28.2,21.6,0.7
168099,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",sr_legacy_food,4,2019-04-01,109.9,1.4,2.7,20.0
168100,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",sr_legacy_food,4,2019-04-01,140.0,1.0,8.0,16.0
168101,"Bologna, beef, low fat",sr_legacy_food,7,2019-04-01,201.2,11.8,14.8,5.2
168102,"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",sr_legacy_food,19,2019-04-01,552.9,7.3,33.3,56.0
168103,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",sr_legacy_food,19,2019-04-01,103.6,4.4,0.8,19.7
168104,"Frozen yogurts, chocolate",sr_legacy_food,19,2019-04-01,130.8,3.0,3.6,21.6
168105,"Frozen yogurts, flavors other than chocolate",sr_legacy_food,19,2019-04-01,130.8,3.0,3.6,21.6
168106,Papad,sr_legacy_food,16,2019-04-01,371.0,25.56,3.25,59.87
168107,"Rice cake, cracker (include hain mini rice cakes)",sr_legacy_food,23,2019-04-01,391.5,7.1,4.3,81.1
168108,"Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies",sr_legacy_food,19,2019-04-01,522.0,7.53,27.76,60.5
168109,"Salad Dressing, coleslaw, reduced fat",sr_legacy_food,4,2019-04-01,340.0,0.0,20.0,40.0
168110,"Pork, cured, ham, low sodium, lean and fat, cooked",sr_legacy_food,10,2019-04-01,165.1,22.3,8.3,0.3
168111,"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",sr_legacy_food,10,2019-04-01,139.1,20.9,5.5,1.5
168112,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",sr_legacy_food,4,2019-04-01,270.2,0.9,19.0,23.9
168113,"Frozen novelties, juice type, orange",sr_legacy_food,19,2019-04-01,94.7,0.5,0.0,23.17
168114,"Cheese, cottage, lowfat, 1% milkfat, no sodium added",sr_legacy_food,1,2019-04-01,69.4,12.4,1.0,2.7
168115,"Mayonnaise, low sodium, low calorie or diet",sr_legacy_food,4,2019-04-01,238.0,0.3,19.2,16.0
168116,"Snacks, tortilla chips, unsalted, white corn",sr_legacy_food,23,2019-04-01,502.7,7.79,23.36,65.32
168117,"Cranberry juice, unsweetened",sr_legacy_food,9,2019-04-01,51.5,0.39,0.13,12.2
168118,"Beef, bologna, reduced sodium",sr_legacy_food,7,2019-04-01,310.4,11.7,28.4,2.0
168119,"Turnip greens, canned, no salt added",sr_legacy_food,11,2019-04-01,19.4,1.36,0.3,2.81
168120,"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",sr_legacy_food,5,2019-04-01,199.7,28.1,9.7,0.0
168121,"Cheese, pasteurized process, cheddar or American, low sodium",sr_legacy_food,1,2019-04-01,375.9,22.2,31.19,1.6
168122,"Beverages, coffee, instant, with whitener, reduced calorie",sr_legacy_food,14,2019-04-01,509.5,1.96,29.1,59.94
168123,"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",sr_legacy_food,14,2019-04-01,19.2,0.1,0.0,4.7
168124,"Cheese, swiss, low sodium",sr_legacy_food,1,2019-04-01,373.8,28.4,27.4,3.4
168125,"Babyfood, dinner, macaroni, beef and tomato sauce, toddler",sr_legacy_food,3,2019-04-01,80.6,4.34,1.9,11.53
168126,"Rolls, pumpernickel",sr_legacy_food,18,2019-04-01,275.9,10.8,2.8,51.87
168127,"Snacks, corn-based, extruded, chips, unsalted",sr_legacy_food,23,2019-04-01,556.6,6.6,33.4,57.4
168128,"Beans, baked, canned, no salt added",sr_legacy_food,16,2019-04-01,104.8,4.8,0.4,20.49
168129,"Jellyfish, dried, salted",sr_legacy_food,15,2019-04-01,34.6,5.5,1.4,0.0
168130,"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts",sr_legacy_food,19,2019-04-01,323.0,4.4,20.2,30.9
168131,"Frankfurter, low sodium",sr_legacy_food,7,2019-04-01,311.8,12.0,28.51,1.8
168132,"Frozen novelties, ice type, pop, with low calorie sweetener",sr_legacy_food,19,2019-04-01,23.7,0.0,0.0,5.92
168133,"Babyfood, dessert, peach yogurt",sr_legacy_food,3,2019-04-01,75.6,0.9,0.18,17.6
168134,"Babyfood, dessert, blueberry yogurt, strained",sr_legacy_food,3,2019-04-01,76.5,0.5,0.7,17.05
168135,"Babyfood, dessert, banana yogurt, strained",sr_legacy_food,3,2019-04-01,78.5,1.1,0.52,17.35
168136,"Ice creams, chocolate, rich",sr_legacy_food,19,2019-04-01,250.8,4.72,16.98,19.78
168137,"Snacks, tortilla chips, light (baked with less oil)",sr_legacy_food,23,2019-04-01,465.2,8.7,15.2,73.4
168138,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",sr_legacy_food,8,2019-04-01,402.4,7.12,5.46,81.19
168139,"Popcorn, microwave, low fat and sodium",sr_legacy_food,23,2019-04-01,429.5,12.6,9.5,73.39
168140,"Babyfood, fruit supreme dessert",sr_legacy_food,3,2019-04-01,72.5,0.5,0.2,17.18
168141,"Cheese, swiss, low fat",sr_legacy_food,1,2019-04-01,173.1,28.4,5.1,3.4
168142,"Sweeteners, tabletop, fructose, liquid",sr_legacy_food,19,2019-04-01,304.4,0.0,0.0,76.1
168143,"Puddings, chocolate flavor, low calorie, instant, dry mix",sr_legacy_food,19,2019-04-01,355.6,5.3,2.4,78.2
168144,"Babyfood, grape juice, no sugar, canned",sr_legacy_food,3,2019-04-01,61.5,0.0,0.0,15.38
168145,"Jellies, reduced sugar, home preserved",sr_legacy_food,19,2019-04-01,185.9,0.3,0.03,46.1
168146,"Puddings, all flavors except chocolate, low calorie, instant, dry mix",sr_legacy_food,19,2019-04-01,350.0,0.81,0.9,84.66
168147,Vital wheat gluten,sr_legacy_food,20,2019-04-01,372.4,75.16,1.85,13.79
168148,"Frog legs, raw",sr_legacy_food,15,2019-04-01,68.3,16.4,0.3,0.0
168149,"Fish, mackerel, salted",sr_legacy_food,15,2019-04-01,299.9,18.5,25.1,0.0
168150,"Java-plum, (jambolan), raw",sr_legacy_food,9,2019-04-01,67.2,0.72,0.23,15.56
168151,"Jujube, raw",sr_legacy_food,9,2019-04-01,87.5,1.2,0.2,20.23
168152,"Jujube, Chinese, fresh, dried",sr_legacy_food,9,2019-04-01,313.5,4.72,0.5,72.52
168153,"Kiwifruit, green, raw",sr_legacy_food,9,2019-04-01,67.9,1.14,0.52,14.66
168154,"Kumquats, raw",sr_legacy_food,9,2019-04-01,78.9,1.88,0.86,15.9
168155,"Limes, raw",sr_legacy_food,9,2019-04-01,46.8,0.7,0.2,10.54
168156,"Lime juice, raw",sr_legacy_food,9,2019-04-01,36.0,0.42,0.07,8.42
168157,"Lime juice, canned or bottled, unsweetened",sr_legacy_food,9,2019-04-01,29.8,0.25,0.23,6.69
168158,"Blueberries, dried, sweetened",sr_legacy_food,9,2019-04-01,352.5,2.5,2.5,80.0
168159,"Prunes, canned, heavy syrup pack, solids and liquids",sr_legacy_food,9,2019-04-01,116.5,0.87,0.2,27.8
168160,"Prunes, dehydrated (low-moisture), uncooked",sr_legacy_food,9,2019-04-01,377.6,3.7,0.73,89.07
168161,"Prunes, dehydrated (low-moisture), stewed",sr_legacy_food,9,2019-04-01,125.9,1.23,0.24,29.7
168162,"Plums, dried (prunes), uncooked",sr_legacy_food,9,2019-04-01,267.7,2.18,0.38,63.88
168163,"Quinces, raw",sr_legacy_food,9,2019-04-01,63.7,0.4,0.1,15.3
168164,"Raisins, golden, seedless",sr_legacy_food,9,2019-04-01,335.0,3.28,0.2,80.02
168165,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,9,2019-04-01,332.7,3.3,0.25,79.32
168166,"Raisins, seeded",sr_legacy_food,9,2019-04-01,328.8,2.52,0.54,78.47
168167,"Rambutan, canned, syrup pack",sr_legacy_food,9,2019-04-01,88.0,0.65,0.21,20.87
168168,"Rhubarb, frozen, uncooked",sr_legacy_food,9,2019-04-01,23.6,0.55,0.11,5.1
168169,"Rhubarb, frozen, cooked, with sugar",sr_legacy_food,9,2019-04-01,126.8,0.39,0.05,31.2
168170,"Roselle, raw",sr_legacy_food,9,2019-04-01,54.8,0.96,0.64,11.31
168171,"Rose-apples, raw",sr_legacy_food,9,2019-04-01,27.9,0.6,0.3,5.7
168172,"Strawberries, canned, heavy syrup pack, solids and liquids",sr_legacy_food,9,2019-04-01,98.7,0.56,0.26,23.53
168173,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,9,2019-04-01,39.2,0.43,0.11,9.13
168174,"Strawberries, frozen, sweetened, sliced",sr_legacy_food,9,2019-04-01,107.0,0.53,0.13,25.92
168175,"Sugar-apples, (sweetsop), raw",sr_legacy_food,9,2019-04-01,105.4,2.06,0.29,23.64
168176,"Feijoa, raw",sr_legacy_food,9,2019-04-01,67.5,0.71,0.42,15.21
168177,"Pears, asian, raw",sr_legacy_food,9,2019-04-01,46.7,0.5,0.23,10.65
168178,"Fruit cocktail, canned, heavy syrup, drained",sr_legacy_food,9,2019-04-01,78.0,0.47,0.1,18.8
168179,"Blueberries, canned, light syrup, drained",sr_legacy_food,9,2019-04-01,98.4,1.04,0.4,22.66
168180,"Blueberries, wild, canned, heavy syrup, drained",sr_legacy_food,9,2019-04-01,118.6,0.56,0.34,28.32
168181,"Peaches, canned, heavy syrup, drained",sr_legacy_food,9,2019-04-01,77.4,0.52,0.18,18.43
168182,"Pears, canned, heavy syrup, drained",sr_legacy_food,9,2019-04-01,78.9,0.24,0.18,19.08
168183,"Plums, canned, heavy syrup, drained",sr_legacy_food,9,2019-04-01,95.5,0.44,0.14,23.12
168184,"Tangerines, (mandarin oranges), canned, juice pack, drained",sr_legacy_food,9,2019-04-01,41.0,0.75,0.04,9.41
168185,"Peach nectar, canned, with added ascorbic acid",sr_legacy_food,9,2019-04-01,53.2,0.21,0.51,11.93
168186,"Pear nectar, canned, with added ascorbic acid",sr_legacy_food,9,2019-04-01,63.6,0.11,0.01,15.76
168187,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",sr_legacy_food,9,2019-04-01,54.0,0.36,0.12,12.87
168188,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",sr_legacy_food,9,2019-04-01,169.4,0.51,0.37,41.0
168189,"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",sr_legacy_food,9,2019-04-01,38.0,0.54,0.64,7.51
168190,"Jackfruit, canned, syrup pack",sr_legacy_food,9,2019-04-01,98.5,0.36,0.14,23.94
168191,"Dates, medjool",sr_legacy_food,9,2019-04-01,308.5,1.81,0.15,74.97
168192,"Durian, raw or frozen",sr_legacy_food,9,2019-04-01,162.2,1.47,5.33,27.09
168193,"Pineapple, raw, traditional varieties",sr_legacy_food,9,2019-04-01,50.6,0.55,0.13,11.82
168194,"Pineapple, raw, extra sweet variety",sr_legacy_food,9,2019-04-01,57.1,0.53,0.11,13.5
168195,"Clementines, raw",sr_legacy_food,9,2019-04-01,52.8,0.85,0.15,12.02
168196,"Guanabana nectar, canned",sr_legacy_food,9,2019-04-01,61.7,0.11,0.17,14.93
168197,"Juice, apple and grape blend, with added ascorbic acid",sr_legacy_food,9,2019-04-01,51.6,0.16,0.12,12.46
168198,"Juice, apple, grape and pear blend, with added ascorbic acid and calcium",sr_legacy_food,9,2019-04-01,53.6,0.17,0.12,12.96
168199,"Plantains, green, fried",sr_legacy_food,9,2019-04-01,309.0,1.5,11.81,49.17
168200,"Plantains, yellow, fried, Latino restaurant",sr_legacy_food,9,2019-04-01,236.4,1.42,7.51,40.77
168201,"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,9,2019-04-01,59.1,0.27,0.2,14.06
168202,"Apples, raw, golden delicious, with skin",sr_legacy_food,9,2019-04-01,56.9,0.28,0.15,13.6
168203,"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,9,2019-04-01,57.9,0.44,0.19,13.61
168204,"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,9,2019-04-01,56.8,0.25,0.12,13.68
168205,"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",sr_legacy_food,9,2019-04-01,51.4,0.36,0.14,12.18
168206,"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",sr_legacy_food,9,2019-04-01,68.4,0.42,0.0,16.67
168207,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",sr_legacy_food,9,2019-04-01,61.7,0.37,0.13,14.77
168208,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",sr_legacy_food,9,2019-04-01,51.8,0.63,0.36,11.51
168209,"Raspberries, frozen, red, unsweetened",sr_legacy_food,9,2019-04-01,62.1,1.15,0.81,12.55
168210,"Guava nectar, with sucralose, canned",sr_legacy_food,9,2019-04-01,55.0,0.3,0.07,13.3
168211,"Kiwifruit, ZESPRI SunGold, raw",sr_legacy_food,9,2019-04-01,69.8,1.02,0.28,15.79
168212,"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",sr_legacy_food,9,2019-04-01,45.8,0.27,0.12,10.91
168213,"Fruit juice smoothie, ODWALLA, strawberry banana",sr_legacy_food,9,2019-04-01,49.1,0.5,0.32,11.05
168214,"Fruit juice smoothie, NAKED JUICE, strawberry banana",sr_legacy_food,9,2019-04-01,51.0,0.48,0.27,11.66
168215,"Plantains, green, raw",sr_legacy_food,9,2019-04-01,152.3,1.25,0.07,36.66
168216,"Plantains, green, boiled",sr_legacy_food,9,2019-04-01,121.7,1.09,0.08,29.15
168217,Raspberry juice concentrate,sr_legacy_food,9,2019-04-01,237.0,3.04,1.34,53.19
168218,"Pork, fresh, composite of separable fat, with added solution, cooked",sr_legacy_food,10,2019-04-01,585.3,10.06,60.42,0.32
168219,"Pork, fresh, carcass, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,371.3,13.91,35.07,0.0
168220,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",sr_legacy_food,10,2019-04-01,128.5,21.2,4.86,0.0
168221,"Pork, fresh, separable fat, cooked",sr_legacy_food,10,2019-04-01,623.1,7.06,66.1,0.0
168222,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,239.6,17.43,18.87,0.0
168223,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",sr_legacy_food,10,2019-04-01,265.8,26.83,17.61,0.0
168224,"Pork, fresh, leg (ham), whole, separable lean only, raw",sr_legacy_food,10,2019-04-01,130.6,20.48,5.41,0.0
168225,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,202.6,29.41,9.44,0.0
168226,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,187.1,19.87,11.96,0.0
168227,"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",sr_legacy_food,10,2019-04-01,224.6,25.96,13.42,0.0
168228,"Pork, fresh, leg (ham), shank half, separable lean only, raw",sr_legacy_food,10,2019-04-01,113.2,21.66,2.95,0.0
168229,"Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,167.2,28.69,5.83,0.0
168230,"Pork, fresh, loin, whole, separable lean only, raw",sr_legacy_food,10,2019-04-01,136.7,21.43,5.66,0.0
168231,"Pork, fresh, loin, whole, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,196.4,28.57,9.12,0.0
168232,"Pork, fresh, loin, whole, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,202.5,28.57,9.8,0.0
168233,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,201.2,28.62,9.63,0.0
168234,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",sr_legacy_food,10,2019-04-01,137.4,21.22,5.84,0.0
168235,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,213.7,28.02,11.29,0.0
168236,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,186.0,24.99,9.56,0.0
168237,"Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,209.8,25.7,11.89,0.0
168238,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,164.1,20.71,9.03,0.0
168239,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,191.5,30.2,7.86,0.0
168240,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,172.6,26.76,7.29,0.0
168241,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,185.9,28.58,7.95,0.0
168242,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,180.5,20.28,11.04,0.0
168243,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,200.0,29.03,9.32,0.0
168244,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,178.4,25.79,8.36,0.0
168245,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,198.2,28.82,9.21,0.0
168246,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,162.6,20.48,8.96,0.0
168247,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,166.2,29.29,5.45,0.0
168248,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,196.1,27.78,9.44,0.0
168249,"Pork, fresh, loin, tenderloin, separable lean only, raw",sr_legacy_food,10,2019-04-01,103.3,20.95,2.17,0.0
168250,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,136.3,26.17,3.51,0.0
168251,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",sr_legacy_food,10,2019-04-01,120.4,22.41,3.42,0.0
168252,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,161.2,30.54,4.34,0.0
168253,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,165.0,27.58,6.08,0.0
168254,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,165.4,27.23,6.28,0.0
168255,"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,187.4,18.71,12.51,0.0
168256,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",sr_legacy_food,10,2019-04-01,228.5,24.88,14.33,0.0
168257,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",sr_legacy_food,10,2019-04-01,310.0,23.47,24.01,0.0
168258,"Pork, fresh, shoulder, arm picnic, separable lean only, raw",sr_legacy_food,10,2019-04-01,115.0,20.26,3.77,0.0
168259,"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",sr_legacy_food,10,2019-04-01,262.2,23.11,18.86,0.0
168260,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",sr_legacy_food,10,2019-04-01,126.3,18.73,5.71,0.0
168261,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,225.1,26.57,13.2,0.0
168262,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,219.8,26.74,12.54,0.0
168263,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",sr_legacy_food,10,2019-04-01,122.8,23.75,3.09,0.0
168264,"Pork, fresh, variety meats and by-products, brain, raw",sr_legacy_food,10,2019-04-01,124.0,10.28,9.21,0.0
168265,"Pork, fresh, variety meats and by-products, brain, cooked, braised",sr_legacy_food,10,2019-04-01,134.2,12.14,9.51,0.0
168266,"Pork, fresh, variety meats and by-products, chitterlings, raw",sr_legacy_food,10,2019-04-01,180.0,7.64,16.61,0.0
168267,"Pork, fresh, variety meats and by-products, heart, raw",sr_legacy_food,10,2019-04-01,113.6,17.27,4.36,1.33
168268,"Pork, fresh, variety meats and by-products, heart, cooked, braised",sr_legacy_food,10,2019-04-01,141.4,23.6,5.05,0.4
168269,"Pork, fresh, variety meats and by-products, jowl, raw",sr_legacy_food,10,2019-04-01,652.0,6.38,69.61,0.0
168270,"Pork, fresh, variety meats and by-products, kidneys, raw",sr_legacy_food,10,2019-04-01,95.1,16.46,3.25,0.0
168271,"Pork, fresh, variety meats and by-products, lungs, cooked, braised",sr_legacy_food,10,2019-04-01,94.3,16.6,3.1,0.0
168272,"Pork, fresh, variety meats and by-products, mechanically separated, raw",sr_legacy_food,10,2019-04-01,299.0,15.03,26.54,0.0
168273,"Pork, fresh, variety meats and by-products, pancreas, raw",sr_legacy_food,10,2019-04-01,193.4,18.56,13.24,0.0
168274,"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",sr_legacy_food,10,2019-04-01,211.2,28.5,10.8,0.0
168275,"Pork, fresh, variety meats and by-products, tongue, raw",sr_legacy_food,10,2019-04-01,220.0,16.3,17.2,0.0
168276,"Pork, fresh, variety meats and by-products, tongue, cooked, braised",sr_legacy_food,10,2019-04-01,263.8,24.1,18.6,0.0
168277,"Pork, cured, bacon, unprepared",sr_legacy_food,10,2019-04-01,388.8,13.66,37.13,0.0
168278,"Pork, cured, breakfast strips, raw or unheated",sr_legacy_food,10,2019-04-01,384.2,11.74,37.16,0.7
168279,"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",sr_legacy_food,10,2019-04-01,115.0,18.49,4.56,0.0
168280,"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted",sr_legacy_food,10,2019-04-01,130.6,21.16,4.88,0.52
168281,"Pork, cured, ham, regular (approximately 13% fat), canned, roasted",sr_legacy_food,10,2019-04-01,220.6,20.53,15.2,0.42
168282,"Pork, cured, ham, center slice, country-style, separable lean only, raw",sr_legacy_food,10,2019-04-01,187.3,27.8,8.32,0.3
168283,"Pork, cured, ham, center slice, separable lean and fat, unheated",sr_legacy_food,10,2019-04-01,197.0,20.17,12.9,0.05
168284,"Pork, cured, ham, whole, separable lean only, roasted",sr_legacy_food,10,2019-04-01,149.7,25.05,5.5,0.0
168285,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",sr_legacy_food,10,2019-04-01,161.9,30.02,4.65,0.0
168286,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,201.2,21.14,12.96,0.0
168287,"Pork, cured, salt pork, raw",sr_legacy_food,10,2019-04-01,744.7,5.05,80.5,0.0
168288,"Pork, cured, shoulder, blade roll, separable lean and fat, unheated",sr_legacy_food,10,2019-04-01,263.7,16.47,21.98,0.0
168289,"Pork, cured, shoulder, blade roll, separable lean and fat, roasted",sr_legacy_food,10,2019-04-01,281.9,17.28,23.48,0.37
168290,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",sr_legacy_food,10,2019-04-01,232.2,21.94,16.05,0.0
168291,"Pork, fresh, variety meats and by-products, tail, raw",sr_legacy_food,10,2019-04-01,372.5,17.75,33.5,0.0
168292,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried",sr_legacy_food,10,2019-04-01,230.4,27.63,13.32,0.0
168293,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",sr_legacy_food,10,2019-04-01,248.6,26.81,15.71,0.0
168294,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",sr_legacy_food,10,2019-04-01,163.4,30.46,4.62,0.0
168295,"Pork, cured, ham, boneless, extra lean and regular, unheated",sr_legacy_food,10,2019-04-01,157.7,18.26,8.39,2.28
168296,"Pork, cured, ham, boneless, extra lean and regular, roasted",sr_legacy_food,10,2019-04-01,158.8,21.97,7.66,0.5
168297,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",sr_legacy_food,10,2019-04-01,230.4,26.36,13.89,0.0
168298,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",sr_legacy_food,10,2019-04-01,229.1,26.68,13.6,0.0
168299,"Pork, fresh, backribs, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,223.2,19.07,16.33,0.0
168300,"Pork, fresh, backribs, separable lean and fat, cooked, roasted",sr_legacy_food,10,2019-04-01,285.6,23.01,21.51,0.0
168301,"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",sr_legacy_food,10,2019-04-01,244.3,26.99,15.15,0.0
168302,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",sr_legacy_food,10,2019-04-01,145.5,21.8,6.48,0.0
168303,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,203.1,27.95,10.14,0.0
168304,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,208.3,29.46,10.05,0.0
168305,"Pork, fresh, loin, country-style ribs, separable lean only, raw",sr_legacy_food,10,2019-04-01,133.8,20.76,5.64,0.0
168306,"Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,239.3,27.74,14.26,0.0
168307,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",sr_legacy_food,10,2019-04-01,219.2,29.2,11.38,0.0
168308,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,126.4,22.49,4.05,0.0
168309,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised",sr_legacy_food,10,2019-04-01,155.5,28.75,4.5,0.0
168310,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",sr_legacy_food,10,2019-04-01,153.6,28.6,4.36,0.0
168311,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",sr_legacy_food,10,2019-04-01,169.4,30.39,5.31,0.0
168312,"Pork, fresh, loin, tenderloin, separable lean and fat, raw",sr_legacy_food,10,2019-04-01,114.4,20.65,3.53,0.0
