fdc_id,description,data_type,food_category_id,publication_date,calories,protein_g,fat_g,carbs_g,fiber_g
167975,"Candies, CARAMELLO Candy Bar",sr_legacy_food,19,2019-04-01,462.0,6.19,21.19,63.81,1.2
167976,"Candies, semisweet chocolate",sr_legacy_food,19,2019-04-01,480.0,4.2,30.0,63.9,5.9
167977,"Candies, sweet chocolate",sr_legacy_food,19,2019-04-01,2120.0,3.9,34.2,60.4,5.5
167978,"Candies, sweet chocolate coated fondant",sr_legacy_food,19,2019-04-01,366.0,2.2,9.3,80.4,2.1
167979,"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",sr_legacy_food,19,2019-04-01,2383.0,11.97,37.13,46.85,4.4
167980,"Candies, confectioner's coating, butterscotch",sr_legacy_food,19,2019-04-01,2254.0,2.2,29.05,67.1,0.0
167981,"Ice creams, french vanilla, soft-serve",sr_legacy_food,19,2019-04-01,930.0,4.1,13.0,22.2,0.7
167982,"Candies, YORK Peppermint Pattie",sr_legacy_food,19,2019-04-01,384.0,2.19,7.17,80.99,2.0
167983,"Candies, TWIZZLERS NIBS CHERRY BITS",sr_legacy_food,19,2019-04-01,1453.0,2.3,2.64,79.37,0.6
167984,"Candies, SYMPHONY Milk Chocolate Bar",sr_legacy_food,19,2019-04-01,531.0,8.51,30.57,58.01,1.7
167985,"Candies, 5TH AVENUE Candy Bar",sr_legacy_food,19,2019-04-01,2017.0,8.78,23.98,62.68,3.1
167986,"Candies, fondant, prepared-from-recipe",sr_legacy_food,19,2019-04-01,373.0,0.0,0.02,93.18,0.0
167987,"Candies, fudge, chocolate, prepared-from-recipe",sr_legacy_food,19,2019-04-01,1715.0,2.39,10.41,76.7,1.7
167988,"Candies, fudge, chocolate, with nuts, prepared-from-recipe",sr_legacy_food,19,2019-04-01,460.0,4.38,18.93,68.15,2.5
167989,"Candies, gumdrops, starch jelly pieces",sr_legacy_food,19,2019-04-01,396.0,0.0,0.0,98.9,0.1
167990,"Candies, hard",sr_legacy_food,19,2019-04-01,1648.0,0.0,0.2,98.0,0.0
167991,"Candies, jellybeans",sr_legacy_food,19,2019-04-01,375.0,0.0,0.05,93.55,0.2
167992,"Candies, KIT KAT Wafer Bar",sr_legacy_food,19,2019-04-01,518.0,6.51,25.99,64.59,1.0
167993,"Candies, KRACKEL Chocolate Bar",sr_legacy_food,19,2019-04-01,523.0,6.62,26.58,64.34,2.2
167994,"Candies, MARS SNACKFOOD US, MARS Almond Bar",sr_legacy_food,19,2019-04-01,467.0,8.1,23.0,62.7,2.0
167995,"Candies, marshmallows",sr_legacy_food,19,2019-04-01,1331.0,1.8,0.2,81.3,0.1
167996,"Candies, halavah, plain",sr_legacy_food,19,2019-04-01,1962.0,12.49,21.52,60.49,4.5
167997,"Candies, NESTLE, OH HENRY! Bar",sr_legacy_food,19,2019-04-01,462.0,7.7,23.0,65.5,1.9
167998,"Puddings, chocolate, dry mix, instant, prepared with 2% milk",sr_legacy_food,19,2019-04-01,105.0,3.15,1.92,18.89,0.4
167999,"Baking chocolate, mexican, squares",sr_legacy_food,19,2019-04-01,426.0,3.64,15.59,77.41,4.0
168000,Chocolate-flavored hazelnut spread,sr_legacy_food,19,2019-04-01,539.0,5.41,29.73,62.36,5.4
168001,"Candies, milk chocolate coated peanuts",sr_legacy_food,19,2019-04-01,2172.0,13.1,33.5,49.7,4.7
168002,"Glutino, Gluten Free Wafers, Lemon Flavored",sr_legacy_food,18,2019-04-01,515.0,0.0,24.18,74.39,0.0
168003,"Glutino, Gluten Free Wafers, Milk Chocolate",sr_legacy_food,18,2019-04-01,2265.0,4.06,30.42,62.82,1.6
168004,"Mary's Gone Crackers, Original Crackers, Organic Gluten Free",sr_legacy_food,18,2019-04-01,446.0,12.06,15.63,64.29,16.2
168005,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",sr_legacy_food,18,2019-04-01,1910.0,11.71,16.11,66.2,
168006,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",sr_legacy_food,18,2019-04-01,458.0,9.56,16.82,67.2,
168007,"Sage Valley, Gluten Free Vanilla Sandwich Cookies",sr_legacy_food,18,2019-04-01,2089.0,3.13,22.15,71.88,1.0
168008,"Schar, Gluten-Free, Classic White Rolls",sr_legacy_food,18,2019-04-01,239.0,3.34,2.65,50.47,5.1
168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",sr_legacy_food,18,2019-04-01,1004.0,3.81,4.47,46.13,5.1
168010,"Udi's, Gluten Free, Classic French Dinner Rolls",sr_legacy_food,18,2019-04-01,310.0,7.99,6.4,55.1,3.6
168011,"Van's, Gluten Free, Totally Original Waffles",sr_legacy_food,18,2019-04-01,1038.0,2.99,8.22,40.54,
168012,"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",sr_legacy_food,18,2019-04-01,471.0,7.63,18.93,67.57,
168013,"Bread, multi-grain (includes whole-grain)",sr_legacy_food,18,2019-04-01,265.0,13.36,4.23,43.34,7.4
168014,"Cookies, animal crackers (includes arrowroot, tea biscuits)",sr_legacy_food,18,2019-04-01,1866.0,6.9,13.8,74.1,1.1
168015,"Sweet Potatoes, french fried, crosscut, frozen, unprepared",sr_legacy_food,11,2019-04-01,209.0,1.7,11.1,25.52,3.4
168016,"Sweet Potato puffs, frozen, unprepared",sr_legacy_food,11,2019-04-01,672.0,1.36,3.58,30.72,1.9
168017,"Mouse nuts, roots (Alaska Native)",sr_legacy_food,24,2019-04-01,338.0,3.9,0.1,16.1,
168018,"Mouse nuts, seedlings (Alaska Native)",sr_legacy_food,24,2019-04-01,104.0,7.3,1.1,16.3,
168019,Octopus (Alaska Native),sr_legacy_food,24,2019-04-01,56.0,12.3,0.8,0.0,
168020,"Seal, bearded (Oogruk), meat, dried (Alaska Native)",sr_legacy_food,24,2019-04-01,1469.0,82.6,2.3,0.0,0.0
168021,"Fish, pike, northern, liver (Alaska Native)",sr_legacy_food,24,2019-04-01,156.0,16.6,8.0,4.3,
168022,"Rhubarb, wild, leaves (Alaska Native)",sr_legacy_food,24,2019-04-01,255.0,4.2,0.5,9.9,
168023,"Fish, salmon, tipnuk, fermented (Alaska Native)",sr_legacy_food,24,2019-04-01,159.0,15.9,10.6,0.0,
168024,"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",sr_legacy_food,24,2019-04-01,1113.0,30.7,15.9,0.0,
168025,"Seal, ringed, meat (Alaska Native)",sr_legacy_food,24,2019-04-01,596.0,28.4,3.2,0.0,
168026,"Seal, ringed, liver (Alaska Native)",sr_legacy_food,24,2019-04-01,116.0,18.6,3.3,2.9,
168027,"Soup, fish, homemade (Alaska Native)",sr_legacy_food,24,2019-04-01,300.0,7.4,2.2,5.6,
168028,"Sourdock, young leaves (Alaska Native)",sr_legacy_food,24,2019-04-01,42.0,2.3,0.7,6.5,
168029,"Walrus, meat, raw (Alaska Native)",sr_legacy_food,24,2019-04-01,833.0,19.2,13.6,0.0,
168030,"Walrus, meat and subcutaneous fat raw (Alaska Native)",sr_legacy_food,24,2019-04-01,282.0,16.3,24.1,0.0,
168031,"Walrus, liver, raw (Alaska Native)",sr_legacy_food,24,2019-04-01,523.0,21.0,3.0,3.5,
168032,"Oil, walrus (Alaska Native)",sr_legacy_food,24,2019-04-01,900.0,0.0,100.0,0.0,
168033,"Fish, whitefish, mixed species, raw (Alaska Native)",sr_legacy_food,24,2019-04-01,546.0,18.9,6.1,0.0,
168034,"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)",sr_legacy_food,24,2019-04-01,107.0,18.6,3.6,0.0,
168035,"Willow, leaves in oil (Alaska Native)",sr_legacy_food,24,2019-04-01,2476.0,2.6,61.0,8.1,
168036,"Willow, young leaves, chopped (Alaska Native)",sr_legacy_food,24,2019-04-01,122.0,6.1,1.6,20.7,
168037,"Corn, white, steamed (Navajo)",sr_legacy_food,24,2019-04-01,386.0,9.72,5.18,75.2,16.6
168038,"Cornmeal, white (Navajo)",sr_legacy_food,24,2019-04-01,1665.0,10.99,5.04,77.14,10.4
168039,"Cornmeal, yellow (Navajo)",sr_legacy_food,24,2019-04-01,384.0,9.85,5.88,72.9,9.4
168040,"Squash, Indian, raw (Navajo)",sr_legacy_food,24,2019-04-01,111.0,0.52,0.2,5.64,
168041,"Tortilla, includes plain and from mutton sandwich (Navajo)",sr_legacy_food,24,2019-04-01,237.0,7.28,0.95,49.94,2.4
